tconst,title,year,genres,rating,votes,clean_title,description
tt0111161,The Shawshank Redemption,1994,Drama,9.3,3141936.0,the shawshank redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope."
tt0468569,The Dark Knight,2008,"Action,Crime,Drama",9.1,3118095.0,the dark knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker."
tt1375666,Inception,2010,"Action,Adventure,Sci-Fi",8.8,2771911.0,inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious."
tt0137523,Fight Club,1999,"Crime,Drama,Thriller",8.8,2557738.0,fight club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion."
tt0816692,Interstellar,2014,"Adventure,Drama,Sci-Fi",8.7,2459104.0,interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.
tt0109830,Forrest Gump,1994,"Drama,Romance",8.8,2457551.0,forrest gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him."
tt0110912,Pulp Fiction,1994,"Crime,Drama",8.8,2401845.0,pulp fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time."
tt0133093,The Matrix,1999,"Action,Sci-Fi",8.7,2217837.0,the matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth."
tt0068646,The Godfather,1972,"Crime,Drama",9.2,2193261.0,the godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge."
tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,"Adventure,Drama,Fantasy",8.9,2172530.0,the lord of the rings: the fellowship of the ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed."
tt0167260,The Lord of the Rings: The Return of the King,2003,"Adventure,Drama,Fantasy",9.0,2134170.0,the lord of the rings: the return of the king,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​"
tt0114369,Se7en,1995,"Crime,Drama,Mystery",8.6,1985860.0,se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case."
tt1345836,The Dark Knight Rises,2012,"Action,Crime,Drama",8.4,1967242.0,the dark knight rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy."
tt0167261,The Lord of the Rings: The Two Towers,2002,"Adventure,Drama,Fantasy",8.8,1928034.0,the lord of the rings: the two towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard."
tt1853728,Django Unchained,2012,"Drama,Western",8.5,1853443.0,django unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner."
tt0361748,Inglourious Basterds,2009,"Adventure,Drama,War",8.4,1749881.0,inglourious basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers."
tt0102926,The Silence of the Lambs,1991,"Crime,Drama,Horror",8.6,1693772.0,the silence of the lambs,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out."
tt0372784,Batman Begins,2005,"Action,Crime,Drama",8.2,1690576.0,batman begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman."
tt0120815,Saving Private Ryan,1998,"Drama,War",8.6,1615911.0,saving private ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home."
tt1130884,Shutter Island,2010,"Drama,Mystery,Thriller",8.2,1611234.0,shutter island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor."
tt0108052,Schindler's List,1993,"Biography,Drama,History",9.0,1567220.0,schindler's list,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.
tt0482571,The Prestige,2006,"Drama,Mystery,Sci-Fi",8.5,1563976.0,the prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences."
tt0076759,Star Wars: Episode IV - A New Hope,1977,"Action,Adventure,Fantasy",8.6,1551261.0,star wars: episode iv - a new hope,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.
tt0120689,The Green Mile,1999,"Crime,Drama,Fantasy",8.6,1537596.0,the green mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution."
tt0407887,The Departed,2006,"Crime,Drama,Thriller",8.5,1533697.0,the departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them."
tt0080684,Star Wars: Episode V - The Empire Strikes Back,1980,"Action,Adventure,Fantasy",8.7,1485563.0,star wars: episode v - the empire strikes back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair."
tt0071562,The Godfather Part II,1974,"Crime,Drama",9.0,1474420.0,the godfather part ii,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba."
tt0088763,Back to the Future,1985,"Adventure,Comedy,Sci-Fi",8.5,1429848.0,back to the future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985."
tt4154796,Avengers: Endgame,2019,"Action,Adventure,Sci-Fi",8.4,1416589.0,avengers: endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store."
tt0099685,Goodfellas,1990,"Biography,Crime,Drama",8.7,1370605.0,goodfellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway."
tt2015381,Guardians of the Galaxy,2014,"Action,Adventure,Comedy",8.0,1347820.0,guardians of the galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser."
tt4154756,Avengers: Infinity War,2018,"Action,Adventure,Sci-Fi",8.4,1344588.0,avengers: infinity war,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain."
tt0120382,The Truman Show,1998,"Comedy,Drama",8.2,1342415.0,the truman show,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.
tt0110413,Léon: The Professional,1994,"Action,Crime,Drama",8.5,1336924.0,léon: the professional,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps."
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Action,Adventure,Fantasy",8.1,1304244.0,pirates of the caribbean: the curse of the black pearl,"When wily Captain Barbossa steals Jack Sparrow's ship and kidnaps the governor's beautiful daughter, Elizabeth, her childhood friend Will Turner joins forces with Jack to save her and recapture Jack's ship, the Black Pearl."
tt0910970,WALL·E,2008,"Adventure,Animation,Family",8.4,1301304.0,wall·e,"What if mankind had to leave Earth and somebody forgot to turn the last robot off? After hundreds of years doing what he was built for, WALL•E discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen."
tt0266697,Kill Bill: Vol. 1,2003,"Action,Crime,Thriller",8.2,1287197.0,kill bill: vol. 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance."
tt0169547,American Beauty,1999,Drama,8.3,1270487.0,american beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend."
tt0103064,Terminator 2: Judgment Day,1991,"Action,Adventure,Sci-Fi",8.6,1268802.0,terminator 2: judgment day,"Ten years after the events of the original, a reprogrammed T-800 is sent back in time to protect young John Connor from the shape-shifting T-1000. Together with his mother Sarah, he fights to stop Skynet from triggering a nuclear apocalypse."
tt0120586,American History X,1998,"Crime,Drama",8.5,1260142.0,american history x,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did."
tt0110357,The Lion King,1994,"Adventure,Animation,Drama",8.5,1241625.0,the lion king,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life."
tt1431045,Deadpool,2016,"Action,Comedy,Sci-Fi",8.0,1237212.0,deadpool,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life."
tt0434409,V for Vendetta,2005,"Action,Drama,Sci-Fi",8.1,1236200.0,v for vendetta,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain."
tt0114814,The Usual Suspects,1995,"Crime,Drama,Mystery",8.5,1224151.0,the usual suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess."
tt1049413,Up,2009,"Adventure,Animation,Comedy",8.3,1217698.0,up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life."
tt0081505,The Shining,1980,"Drama,Horror",8.4,1208332.0,the shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within."
tt0086190,Star Wars: Episode VI - Return of the Jedi,1983,"Action,Adventure,Fantasy",8.3,1194621.0,star wars: episode vi - return of the jedi,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, the Emperor prepares to crush the Rebellion with a more powerful Death Star, and the Rebel fleet mounts a massive attack on the space station. Luke Skywalker confronts Darth Vader in a final climactic duel before the evil Emperor."
tt1392190,Mad Max: Fury Road,2015,"Action,Adventure,Sci-Fi",8.1,1193923.0,mad max: fury road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order."
tt0266543,Finding Nemo,2003,"Adventure,Animation,Comedy",8.2,1192107.0,finding nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way."
tt0119217,Good Will Hunting,1997,"Drama,Romance",8.3,1189162.0,good will hunting,"Headstrong yet aimless, Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he secretly solves highly difficult graduate-level math problems, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he gets court-ordered therapy. Eventually, therapist Dr. Sean Maguire helps Will confront the demons that are holding him back."
tt0477348,No Country for Old Men,2007,"Crime,Drama,Thriller",8.2,1167643.0,no country for old men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide."
tt0338013,Eternal Sunshine of the Spotless Mind,2004,"Drama,Romance,Sci-Fi",8.3,1166818.0,eternal sunshine of the spotless mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake."
tt0107290,Jurassic Park,1993,"Action,Adventure,Sci-Fi",8.2,1159532.0,jurassic park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape."
tt0105236,Reservoir Dogs,1992,"Crime,Thriller",8.3,1158102.0,reservoir dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel."
tt0114709,Toy Story,1995,"Adventure,Animation,Comedy",8.3,1156541.0,toy story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences."
tt2267998,Gone Girl,2014,"Drama,Mystery,Thriller",8.1,1153006.0,gone girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
tt0073486,One Flew Over the Cuckoo's Nest,1975,Drama,8.6,1145905.0,one flew over the cuckoo's nest,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward."
tt0082971,Raiders of the Lost Ark,1981,"Action,Adventure",8.4,1100227.0,raiders of the lost ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime."
tt1392170,The Hunger Games,2012,"Action,Adventure,Sci-Fi",7.2,1068636.0,the hunger games,"In a dystopian society where the Capitol forces each district to send two young tributes to fight to the death in a televised spectacle, a girl volunteers to take her sister’s place, setting the stage for a struggle of survival and defiance."
tt0198781,"Monsters, Inc.",2001,"Adventure,Animation,Comedy",8.1,1059320.0,"monsters, inc.","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home."
tt0078748,Alien,1979,"Horror,Sci-Fi",8.5,1050484.0,alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed."
tt0268978,A Beautiful Mind,2001,"Biography,Drama,Mystery",8.2,1043875.0,a beautiful mind,"From the heights of notoriety to the depths of depravity, John Forbes Nash Jr. experiences it all. As a brilliant but socially awkward mathematician, he made a groundbreaking discovery early in his career and stands on the brink of international acclaim. But as the handsome and arrogant Nash accepts secret work in cryptography, he becomes entangled in a mysterious conspiracy. His life takes a nightmarish turn and he soon finds himself on a painful and harrowing journey of self-discovery."
tt1201607,Harry Potter and the Deathly Hallows: Part 2,2011,"Adventure,Family,Fantasy",8.1,1029840.0,harry potter and the deathly hallows: part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills."
tt0095016,Die Hard,1988,"Action,Thriller",8.2,1019319.0,die hard,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office's Christmas Party, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down."
tt2488496,Star Wars: Episode VII - The Force Awakens,2015,"Action,Adventure,Sci-Fi",7.7,1016778.0,star wars: episode vii - the force awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers."
tt1160419,Dune: Part One,2021,"Action,Adventure,Drama",8.0,1015252.0,dune: part one,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive."
tt1675434,The Intouchables,2011,"Comedy,Drama",8.5,1011562.0,the intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.
tt10872600,Spider-Man: No Way Home,2021,"Action,Adventure,Fantasy",8.2,995678.0,spider-man: no way home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man."
tt3659388,The Martian,2015,"Adventure,Drama,Sci-Fi",8.0,993211.0,the martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive."
tt0088247,The Terminator,1984,"Action,Adventure,Sci-Fi",8.1,990909.0,the terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?"
tt15398776,Oppenheimer,2023,"Biography,Drama,History",8.2,988076.0,oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.
tt2395427,Avengers: Age of Ultron,2015,"Action,Adventure,Sci-Fi",7.3,986467.0,avengers: age of ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure."
tt0050083,12 Angry Men,1957,"Crime,Drama",9.0,967612.0,12 angry men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other."
tt0180093,Requiem for a Dream,2000,Drama,8.3,962578.0,requiem for a dream,The drug-induced utopias of four Coney Island residents are shattered when their addictions run deep.
tt1843866,Captain America: The Winter Soldier,2014,"Action,Adventure,Sci-Fi",7.7,960149.0,captain america: the winter soldier,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier."
tt0435761,Toy Story 3,2010,"Adventure,Animation,Comedy",8.3,957119.0,toy story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy."
tt0458339,Captain America: The First Avenger,2011,"Action,Adventure,Sci-Fi",6.9,955713.0,captain america: the first avenger,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination."
tt0800369,Thor,2011,"Action,Fantasy",7.0,954766.0,thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth."
tt1300854,Iron Man 3,2013,"Action,Adventure,Sci-Fi",7.1,953859.0,iron man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution."
tt2278388,The Grand Budapest Hotel,2014,"Comedy,Drama",8.1,953045.0,the grand budapest hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century."
tt0145487,Spider-Man,2002,"Action,Adventure,Sci-Fi",7.4,951801.0,spider-man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man."
tt0245429,Spirited Away,2001,"Adventure,Animation,Family",8.6,949764.0,spirited away,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family."
tt7131622,Once Upon a Time... in Hollywood,2019,"Comedy,Drama",7.6,944590.0,once upon a time... in hollywood,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…"
tt0241527,Harry Potter and the Sorcerer's Stone,2001,"Adventure,Family,Fantasy",7.7,936438.0,harry potter and the sorcerer's stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame."
tt0066921,A Clockwork Orange,1971,"Crime,Sci-Fi",8.2,928623.0,a clockwork orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?"
tt1228705,Iron Man 2,2010,"Action,Sci-Fi",6.9,925739.0,iron man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies."
tt0382932,Ratatouille,2007,"Adventure,Animation,Comedy",8.1,924408.0,ratatouille,"Remy, a resident of Paris, has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, Remy finds himself ideally placed to realize his dream. He forms an unusual alliance with the restaurants rookie employee, and together they work through challenges stemming from Head Chef Skinner, Remy’s colony, and renowned food critic Anton Ego, who strikes fear in the hearts of chefs all throughout France."
tt0903624,The Hobbit: An Unexpected Journey,2012,"Adventure,Fantasy",7.8,918965.0,the hobbit: an unexpected journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon."
